moniker_clean,ABSTAIN,NO,NO_VOTE,NO_WITH_VETO,WEIGHTED_VOTE,YES,votingPower,validatorAddress,pca_x,pca_y,cluster
Medusanode,0,0.033333333,0.633333333,0,0,0.333333333,0.000451,"['crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny', 'crocncl1au5f0jwrh4l5fna4jzj747w523ls99km43dsny']",1.405560162,-0.956185481,1
Moonrise,0,0,0.75862069,0,0,0.24137931,0.000417,"['crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g', 'crocncl18df8xnrdrk9u2jqy7zkzgf82mm3ptq96j6qt4g']",0.159826559,-0.565975643,0
20 fee back to you daily JetNode TW,0,0.035714286,0.785714286,0.035714286,0,0.142857143,0.000421,"['crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94', 'crocncl1f9v2fqrm7zdqnsemavdhgfn8y9mvaxz2uaeg94']",0.66588288,-0.51136621,0
Pickle Rick,0,0.035714286,0.821428571,0,0,0.142857143,0.000415,"['crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d', 'crocncl160k8wu30h4kwnkm2qtsd5wn788gk04wcyznu3d']",0.193380674,-0.516806547,0
Mad Hatter,0,0,0.958333333,0,0,0.041666667,0.000402,"['crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw', 'crocncl1l9jle9742s2cqs2sn3y2lsj5fy7ttle5963vdw']",-1.158953782,-0.09239722,0
CommunityDriven,0.058823529,0.029411765,0.647058824,0,0,0.264705882,0.000414,"['crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9', 'crocncl1n898aw37m862gkrtpvmf7lfzzvjuc7fn57vmu9']",1.60256009,1.322316652,2
polkachucom,0,0.03030303,0.545454545,0.151515152,0,0.272727273,0.000332,"['crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6', 'crocncl1d9qmkxsaq72h6avd0r2hwwpyq2gnl8neqcsyx6']",2.9518618,-0.773739313,1
Cashback to delegators SurfCrypto,0,0,0.958333333,0,0,0.041666667,0.000414,"['crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh', 'crocncl1pp424fvuk8k4z8phdlkuw5jze0a38xgnc9uqrh']",-1.158953782,-0.09239722,0
DH Node,0.029411765,0.029411765,0.529411765,0.029411765,0,0.382352941,0.000348,"['crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty', 'crocncl1nr6q7nhtpef49hnud3wp8a6ysfusae4zsdgzty']",2.405901717,6.46208E-05,1
CROMinter 5 Fee for ever,0,0,0.92,0,0,0.08,0.000409,"['crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h', 'crocncl1jrl87frygdxjcpaut5n8tdfy7vw49tagymf06h']",-0.905823857,-0.183297021,0
Cromium,0,0,0.709677419,0,0,0.290322581,0.000383,"['crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh', 'crocncl1lmlt0yxpy5pch2w2xj7nr9pf7yjlgkhl7vzlrh']",0.483018028,-0.682034778,0
